Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR22134169_1_paired - polya	(1, 0.018283321987715876)	(2, 0.02079420633101336)	(3, 0.024012222258944328)	(4, 0.029468857962827263)	(5, 0.04143715456905699)	(6, 0.05425627794824145)	(7, 0.06018559519265479)	(8, 0.06512417192811641)	(9, 0.06810395635962005)	(10, 0.07807942759097361)	(11, 0.0860696363520995)	(12, 0.09602620032183184)	(13, 0.10399372036901226)	(14, 0.11216165738937758)	(15, 0.12049219685968536)	(16, 0.12664840124355328)	(17, 0.13177605059522707)	(18, 0.13777721543380103)	(19, 0.1418876541102534)	(20, 0.1455480999601208)	(21, 0.14870939410318812)	(22, 0.15187068824625544)	(23, 0.15429838063841958)	(24, 0.15673363593523218)	(25, 0.1590705734716145)	(26, 0.16117306096389372)	(27, 0.16271967496450918)	(28, 0.16431166639301556)	(29, 0.16599819412962805)	(30, 0.16755237103489198)	(31, 0.16900823017972563)	(32, 0.170320394136238)	(33, 0.1715342403323201)	(34, 0.1730846357852598)	(35, 0.17479385223581773)	(36, 0.1771912930093879)	(37, 0.1789761385064307)	(38, 0.18046224926985827)	(39, 0.18188029389144947)	(40, 0.18354035146179223)	(41, 0.18500377351127437)	(42, 0.18652769879794437)	(43, 0.188123471678775)	(44, 0.18955664210966316)	(45, 0.19074401813947553)	(46, 0.19204105628669096)	(47, 0.1931641476269912)	(48, 0.19420026556383382)	(49, 0.19543301902153712)	(50, 0.19672249426410404)	(51, 0.19801953241131945)	(52, 0.19895355113540752)	(53, 0.20001235778619564)	(54, 0.20102956846141704)	(55, 0.20199762025642332)	(56, 0.20316608902461444)	(57, 0.2043761537683723)	(58, 0.20554462253656344)	(59, 0.20648620416529997)	(60, 0.20752988500679112)	(61, 0.20853196987271555)	(62, 0.2091672538631884)	(63, 0.20992354432803706)	(64, 0.2107327751254251)	(65, 0.2107327751254251)
SRR22134169_2 - nextera_transposase_sequence	(1, 1.0720889399266755e-05)	(2, 8.576711519413404e-05)	(3, 0.00011435615359217873)	(4, 0.00035021572037604735)	(5, 0.0005467653593626045)	(6, 0.0006539742533552721)	(7, 0.0006932841811525836)	(8, 0.0007254468493503838)	(9, 0.0007861985559462287)	(10, 0.0008540975221415848)	(11, 0.0009291437479364521)	(12, 0.0009684536757337636)	(13, 0.0010113372333308305)	(14, 0.0010577944207276532)	(15, 0.0011078252379242313)	(16, 0.0011507087955212984)	(17, 0.0012114605021171434)	(18, 0.001282933098112255)	(19, 0.0013544056941073668)	(20, 0.0014866299966983234)	(21, 0.0019333337216677715)	(22, 0.002583734345223288)	(23, 0.0038702410731352986)	(24, 0.006193100442976429)	(25, 0.007061492484317036)	(26, 0.009327173777362077)	(27, 0.014887741745781767)	(28, 0.04636784665182872)	(29, 0.1215355758598877)	(30, 0.21438919894693706)	(31, 0.44310507976109426)	(32, 0.7209512230622913)	(33, 1.0048368007250752)	(34, 1.3208957674750585)	(35, 1.6328736489937212)	(36, 2.0168673182370584)	(37, 2.5853639204119765)	(38, 3.3259379447047257)	(39, 4.212019453554123)	(40, 5.067067561222443)	(41, 5.89423420919307)	(42, 6.707031291738879)	(43, 7.578964800211044)	(44, 8.394531445851664)	(45, 9.151176083353915)	(46, 9.922494044813961)	(47, 10.685935726195346)	(48, 11.440832858725516)	(49, 12.215481443158934)	(50, 12.98871487019165)	(51, 13.76917417667947)	(52, 14.520158184578909)	(53, 15.204318888852717)	(54, 15.87405999688451)	(55, 16.534874177676514)	(56, 17.182280099459835)	(57, 17.831047574196862)	(58, 18.503704764145258)	(59, 19.169897257785895)	(60, 19.83277342297236)	(61, 20.51805267337349)	(62, 21.157628772265547)	(63, 21.78821004495162)	(64, 22.399300740709823)	(65, 22.399300740709823)
SRR22134169_2 - polya	(1, 0.016792486429051495)	(2, 0.020541224088995103)	(3, 0.023746770019375862)	(4, 0.02788503332749283)	(5, 0.03746593482063756)	(6, 0.04846199371448549)	(7, 0.054076166129901515)	(8, 0.05936513823353978)	(9, 0.0642145538718081)	(10, 0.08151806936222465)	(11, 0.09726705588974752)	(12, 0.11982738081560453)	(13, 0.14429959768433076)	(14, 0.17504353485162807)	(15, 0.2139996732987637)	(16, 0.25001114079090075)	(17, 0.28327448696702573)	(18, 0.3255576747577338)	(19, 0.35877813737626174)	(20, 0.39533637022776136)	(21, 0.4321197417566456)	(22, 0.4725660838302793)	(23, 0.5090599913453834)	(24, 0.5429451491066658)	(25, 0.582419463874766)	(26, 0.623080223736385)	(27, 0.6571440629876553)	(28, 0.6915045135123052)	(29, 0.723002486567351)	(30, 0.7559227642826994)	(31, 0.7876673177939283)	(32, 0.8158596832842001)	(33, 0.8438912354334829)	(34, 0.8715225410451931)	(35, 0.9028418326102511)	(36, 0.9383529919304223)	(37, 0.9697509033510748)	(38, 1.000980854171139)	(39, 1.03035251749533)	(40, 1.062461581246134)	(41, 1.09717224749116)	(42, 1.1259435410089922)	(43, 1.1543932078448464)	(44, 1.1867381311624343)	(45, 1.2155666027570626)	(46, 1.2472039473742986)	(47, 1.2732199723165194)	(48, 1.2989393859853604)	(49, 1.3284539945015417)	(50, 1.3604987329159501)	(51, 1.3987544399223335)	(52, 1.425488764454305)	(53, 1.4515655411031216)	(54, 1.4783641909714889)	(55, 1.5061920462221856)	(56, 1.531200307560875)	(57, 1.556848248633721)	(58, 1.5828606999461419)	(59, 1.6067718569363065)	(60, 1.632541301422344)	(61, 1.6581070490097953)	(62, 1.6810461786944266)	(63, 1.7041747107584446)	(64, 1.7287219738529658)	(65, 1.7287219738529658)
SRR22134169_2_paired - nextera_transposase_sequence	(1, 7.562904648486402e-06)	(2, 1.8907261621216004e-05)	(3, 4.9158880215161615e-05)	(4, 0.0002987347336152129)	(5, 0.0005029331591243458)	(6, 0.0006163767288516418)	(7, 0.0006579727044183169)	(8, 0.0006920057753365058)	(9, 0.0007525090125243969)	(10, 0.0008205751543607746)	(11, 0.0008999856531698819)	(12, 0.000941581628736557)	(13, 0.0009869590566274754)	(14, 0.0010361179368426371)	(15, 0.0010852768170577986)	(16, 0.001126872792624474)	(17, 0.001187376029812365)	(18, 0.0012554421716487428)	(19, 0.0013197268611608772)	(20, 0.001448296240185146)	(21, 0.0019209777807155462)	(22, 0.0025902948421065927)	(23, 0.003940273321861415)	(24, 0.006337714095431605)	(25, 0.007233918296277243)	(26, 0.009589763094280758)	(27, 0.015356477888751639)	(28, 0.048372338131719025)	(29, 0.12700385776203216)	(30, 0.22434222204037638)	(31, 0.4641543655392317)	(32, 0.7554850155035764)	(33, 1.0528395190204405)	(34, 1.38376953772426)	(35, 1.7106609653457878)	(36, 2.11278060550581)	(37, 2.7077770029161803)	(38, 3.482403730085076)	(39, 4.408893582595578)	(40, 5.302439422457274)	(41, 6.166716821329327)	(42, 7.014964643798914)	(43, 7.9244341793979975)	(44, 8.774758019193593)	(45, 9.563391245771486)	(46, 10.366938520316193)	(47, 11.162253573151023)	(48, 11.948035584676436)	(49, 12.754105087921413)	(50, 13.55810613674503)	(51, 14.369651182955511)	(52, 15.149742108732939)	(53, 15.860227841578022)	(54, 16.554816348851986)	(55, 17.24033315200009)	(56, 17.911586316981147)	(57, 18.583629805497974)	(58, 19.28012794619568)	(59, 19.96951695652381)	(60, 20.654666958796465)	(61, 21.36216156285307)	(62, 22.022327509619448)	(63, 22.67305116993219)	(64, 23.302470127850146)	(65, 23.302470127850146)
SRR22134169_2_paired - polya	(1, 0.01161284008775087)	(2, 0.013061136327936016)	(3, 0.01449430675882419)	(4, 0.016744270891748892)	(5, 0.022299224356062155)	(6, 0.028856262686299865)	(7, 0.03277384729421582)	(8, 0.03664227302191662)	(9, 0.04034431484735071)	(10, 0.05448316508769604)	(11, 0.06704514970883195)	(12, 0.08541544510000543)	(13, 0.10483320278499426)	(14, 0.12962062277040845)	(15, 0.16093861091979064)	(16, 0.18984403248630566)	(17, 0.2167566286779445)	(18, 0.2508502028333212)	(19, 0.27699894565546296)	(20, 0.30560185103603854)	(21, 0.3340232467050504)	(22, 0.36473998393487794)	(23, 0.39267735370638673)	(24, 0.41790720361373734)	(25, 0.4476218559776404)	(26, 0.47769196486002236)	(27, 0.5019764516863122)	(28, 0.5262874086788717)	(29, 0.5484542822035854)	(30, 0.5722320544184266)	(31, 0.5957148733519769)	(32, 0.61641076192256)	(33, 0.6370196770896854)	(34, 0.6572542284767108)	(35, 0.6811038482857126)	(36, 0.7079256896215697)	(37, 0.7320059780223503)	(38, 0.7552014065792582)	(39, 0.7775422269108869)	(40, 0.801565793526804)	(41, 0.8281531848185579)	(42, 0.8499116614922534)	(43, 0.8711407348405547)	(44, 0.8965445315548205)	(45, 0.9183975445366219)	(46, 0.9429732031918785)	(47, 0.9622548285931946)	(48, 0.9813171297597045)	(49, 1.0041722276074305)	(50, 1.028763012071984)	(51, 1.0587537104555569)	(52, 1.0790185134611763)	(53, 1.0986745026425924)	(54, 1.1189166169342661)	(55, 1.1399377104047341)	(56, 1.1584479195319046)	(57, 1.1774610618181993)	(58, 1.1968372235276217)	(59, 1.214708367211995)	(60, 1.2342433499190353)	(61, 1.2535060680587302)	(62, 1.2703335309016124)	(63, 1.2876677083559434)	(64, 1.3056863286809621)	(65, 1.3056863286809621)
SRR22134170_1 - nextera_transposase_sequence	(1, 5.712695789437574e-06)	(2, 5.712695789437574e-06)	(3, 1.7138087368312723e-05)	(4, 0.0001542427863148145)	(5, 0.0002656403542088472)	(6, 0.00034276174736625446)	(7, 0.0003684688784187235)	(8, 0.00039131966157647383)	(9, 0.0004570156631550059)	(10, 0.000536993404207132)	(11, 0.0005598441873648823)	(12, 0.0005798386226279138)	(13, 0.0005884076663120701)	(14, 0.0006141147973645392)	(15, 0.0006512473199958834)	(16, 0.0006912361905219464)	(17, 0.000711230625784978)	(18, 0.0007597885399951974)	(19, 0.0008254845415737295)	(20, 0.0008968932389416991)	(21, 0.00105970506894067)	(22, 0.00124822402999211)	(23, 0.0016138365605161146)	(24, 0.0021936751831440286)	(25, 0.0025564313657733145)	(26, 0.003353352428399856)	(27, 0.007152295128375842)	(28, 0.028754854256134027)	(29, 0.0729168490563812)	(30, 0.13965256126859094)	(31, 0.31119624678171715)	(32, 0.500040831493155)	(33, 0.6899394085777442)	(34, 0.8941568576585586)	(35, 1.1095426270077233)	(36, 1.3806900199575884)	(37, 1.7723638686730072)	(38, 2.2626131395830664)	(39, 2.801743092015448)	(40, 3.3512758634803954)	(41, 3.885824233889648)	(42, 4.405653843597415)	(43, 4.921704505040468)	(44, 5.453539344949738)	(45, 5.986296785229002)	(46, 6.528940045571888)	(47, 7.069561011605313)	(48, 7.613166861188719)	(49, 8.15433624601793)	(50, 8.68910741156297)	(51, 9.221990531149602)	(52, 9.737812684761078)	(53, 10.23858474131528)	(54, 10.74331855239946)	(55, 11.253790766404128)	(56, 11.757544850160416)	(57, 12.26177308766723)	(58, 12.770748575375064)	(59, 13.272754574219787)	(60, 13.77169285542558)	(61, 14.273361805218725)	(62, 14.75851249513671)	(63, 15.242237867455232)	(64, 15.721487342622728)	(65, 15.721487342622728)
SRR22134170_1 - polya	(1, 0.0023479179694588428)	(2, 0.002924900244192038)	(3, 0.003473319039978045)	(4, 0.004290234537867618)	(5, 0.006183993192066174)	(6, 0.0082862652425792)	(7, 0.009197440220994495)	(8, 0.009974366848358004)	(9, 0.010565630862564793)	(10, 0.013073504314127888)	(11, 0.015287173932534948)	(12, 0.01777790929672973)	(13, 0.02015439074513576)	(14, 0.022973606117223204)	(15, 0.026238411760886777)	(16, 0.030054492548231077)	(17, 0.03241669225716352)	(18, 0.03695257271397695)	(19, 0.03911482807027907)	(20, 0.040940034375004375)	(21, 0.04290234537867618)	(22, 0.04482181116392721)	(23, 0.04632996285233872)	(24, 0.04792094862969709)	(25, 0.049154890920215605)	(26, 0.05073730765388981)	(27, 0.05184271428914598)	(28, 0.05347940163281985)	(29, 0.05475618914175915)	(30, 0.05588159021227835)	(31, 0.05812667965752732)	(32, 0.05941489255804549)	(33, 0.06050030475803863)	(34, 0.061805655745925114)	(35, 0.06347090656854616)	(36, 0.0658331062774786)	(37, 0.06745551188167888)	(38, 0.0691007682690369)	(39, 0.07064033978429032)	(40, 0.07241698817480541)	(41, 0.07443356978847687)	(42, 0.07583889295267851)	(43, 0.07789546343687603)	(44, 0.07929221755739353)	(45, 0.0807032534173846)	(46, 0.08210572023369153)	(47, 0.08332538078473645)	(48, 0.08464215716420181)	(49, 0.08606176206787705)	(50, 0.08797837150523335)	(51, 0.09033200217048164)	(52, 0.09149739211152691)	(53, 0.09348255389835645)	(54, 0.09473934697203272)	(55, 0.09629034387886502)	(56, 0.09885248794042778)	(57, 0.10055201493778546)	(58, 0.10314843517408484)	(59, 0.1047394209514432)	(60, 0.10589338550090958)	(61, 0.11200311364771308)	(62, 0.11355125420665066)	(63, 0.1151393836361143)	(64, 0.1165218560171582)	(65, 0.1165218560171582)
SRR22134170_1_paired - nextera_transposase_sequence	(1, 6.103001019536835e-06)	(2, 6.103001019536835e-06)	(3, 1.8309003058610504e-05)	(4, 0.00016172952701772614)	(5, 0.00028073804689869445)	(6, 0.0003631285606624417)	(7, 0.00039059206525035746)	(8, 0.0004150040693285048)	(9, 0.0004851885810531784)	(10, 0.0005675790948169257)	(11, 0.0005919910988950731)	(12, 0.000613351602463452)	(13, 0.0006225061039927572)	(14, 0.000649969608580673)	(15, 0.0006865876146978939)	(16, 0.0007293086218346518)	(17, 0.0007506691254030308)	(18, 0.0008025446340690939)	(19, 0.0008727291457937674)	(20, 0.0009490166585379778)	(21, 0.0011199006870850092)	(22, 0.0013212997207297248)	(23, 0.001708840285470314)	(24, 0.002322191887933766)	(25, 0.0027066809521645863)	(26, 0.003551946593370438)	(27, 0.007592133268303823)	(28, 0.030515005097684178)	(29, 0.07734028042008055)	(30, 0.14809542274008083)	(31, 0.32994349261871014)	(32, 0.529954093531481)	(33, 0.731032719622671)	(34, 0.9472620457448611)	(35, 1.1751389493128372)	(36, 1.4619922032331074)	(37, 1.8761479554198968)	(38, 2.3940730339418708)	(39, 2.9638888786324564)	(40, 3.544388026607742)	(41, 4.108634882868)	(42, 4.657102429992246)	(43, 5.201203279887014)	(44, 5.761620503007513)	(45, 6.322928764276865)	(46, 6.894346646735079)	(47, 7.463277556277832)	(48, 8.035144009310983)	(49, 8.60429462689044)	(50, 9.166335248282135)	(51, 9.726425960848088)	(52, 10.268573850416605)	(53, 10.794579302288446)	(54, 11.32422824576895)	(55, 11.85997713876848)	(56, 12.38838717304202)	(57, 12.917346477407316)	(58, 13.45120954309181)	(59, 13.977785625558978)	(60, 14.500837224937362)	(61, 15.026592453767403)	(62, 15.534767988160667)	(63, 16.04149100831128)	(64, 16.54283728456368)	(65, 16.54283728456368)
SRR22134170_2 - nextera_transposase_sequence	(1, 8.569043684156362e-06)	(2, 0.00013996104684122057)	(3, 0.00014853009052537692)	(4, 0.00029706018105075385)	(5, 0.0004227394884183805)	(6, 0.0005084299252599441)	(7, 0.0005312807084176944)	(8, 0.0005512751436807259)	(9, 0.0006141147973645392)	(10, 0.0007055179299955403)	(11, 0.0007340814089427282)	(12, 0.0007540758442057598)	(13, 0.0007740702794687913)	(14, 0.0008112028021001355)	(15, 0.0008511916726261985)	(16, 0.0008826114994681052)	(17, 0.0009111749784152931)	(18, 0.00096544558841495)	(19, 0.0010397106336776385)	(20, 0.0011311137663086396)	(21, 0.0013110636836759233)	(22, 0.001539571515253426)	(23, 0.0019223221331457437)	(24, 0.002547862322089158)	(25, 0.0029734581584022575)	(26, 0.0038275061789231745)	(27, 0.007772122621529819)	(28, 0.02988311167454795)	(29, 0.07497627588847344)	(30, 0.14307732239435875)	(31, 0.31729740588483646)	(32, 0.5087841123988892)	(33, 0.7015533191176707)	(34, 0.908687099398993)	(35, 1.126509333502353)	(36, 1.4005930520879888)	(37, 1.7955545572302292)	(38, 2.289042926652899)	(39, 2.8309378238473686)	(40, 3.383395495556508)	(41, 3.921008727256794)	(42, 4.442600703615602)	(43, 4.960719360934433)	(44, 5.493131183118436)	(45, 6.026157120099803)	(46, 6.569165992973213)	(47, 7.109298523516641)	(48, 7.652401655870576)	(49, 8.191874370050323)	(50, 8.725025986339059)	(51, 9.256246711450965)	(52, 9.770055139796664)	(53, 10.268799189345616)	(54, 10.769948283821922)	(55, 11.275933175283987)	(56, 11.776285348697666)	(57, 12.2744981175382)	(58, 12.778306471904491)	(59, 13.276399274133448)	(60, 13.771821391080842)	(61, 14.27188221700926)	(62, 14.75425653677358)	(63, 15.234482882921071)	(64, 15.70964206790333)	(65, 15.70964206790333)
SRR22134170_2 - polya	(1, 0.003261949295768855)	(2, 0.003958898182080239)	(3, 0.004550162196287027)	(4, 0.005312807084176944)	(5, 0.0071665768678494364)	(6, 0.009143169610994838)	(7, 0.01015146041783057)	(8, 0.011014077482035643)	(9, 0.011885263589924873)	(10, 0.015330019150955729)	(11, 0.018854752453038713)	(12, 0.0231706941219588)	(13, 0.028097894240348708)	(14, 0.03449611352451879)	(15, 0.04289948903078146)	(16, 0.05215119986177561)	(17, 0.0590521363754162)	(18, 0.07013476620692509)	(19, 0.07723279072530129)	(20, 0.08463358812051766)	(21, 0.09301411284362258)	(22, 0.10160886365883141)	(23, 0.10906964435983688)	(24, 0.11676178924031458)	(25, 0.12418829376658343)	(26, 0.1323945812681105)	(27, 0.1390213083838581)	(28, 0.14605934959644518)	(29, 0.1526289497542984)	(30, 0.15903859443004734)	(31, 0.16583098972368862)	(32, 0.17261767232154046)	(33, 0.17868455524992316)	(34, 0.1853198514093549)	(35, 0.19276635037088677)	(36, 0.2020437683329334)	(37, 0.2093560189434135)	(38, 0.21713385426073276)	(39, 0.22380913929069055)	(40, 0.2316612396532725)	(41, 0.23913344574585685)	(42, 0.2459544045184453)	(43, 0.2536208422678705)	(44, 0.2604046685178277)	(45, 0.26771691912830775)	(46, 0.27468355164352687)	(47, 0.2807390091803307)	(48, 0.28737716168765715)	(49, 0.29344690096393455)	(50, 0.30030213591125965)	(51, 0.3070688240738485)	(52, 0.3131557014374942)	(53, 0.3195396389821907)	(54, 0.32561509095425756)	(55, 0.3325960052089503)	(56, 0.33924843945575034)	(57, 0.346443579802547)	(58, 0.3528532244782959)	(59, 0.35910291367194064)	(60, 0.36506696807611344)	(61, 0.3709738955223919)	(62, 0.37669516035551365)	(63, 0.38201368013548)	(64, 0.38739789591702495)	(65, 0.38739789591702495)
SRR22134170_2_paired - nextera_transposase_sequence	(1, 6.103001019536835e-06)	(2, 1.5257502548842088e-05)	(3, 2.441200407814734e-05)	(4, 0.00017698702956656822)	(5, 0.0003112530519963786)	(6, 0.00040279806728943114)	(7, 0.0004241585708578101)	(8, 0.00044551907442618897)	(9, 0.0005096005851313258)	(10, 0.0005950425994048415)	(11, 0.0006255576045025256)	(12, 0.0006469181080709046)	(13, 0.0006591241101099782)	(14, 0.0006987936167369677)	(15, 0.000738463123363957)	(16, 0.0007720296289714097)	(17, 0.0007964416330495571)	(18, 0.0008483171417156202)	(19, 0.0009215531539500621)	(20, 0.0010100466687333462)	(21, 0.0011839821977901461)	(22, 0.0014036902344934721)	(23, 0.001797333800253598)	(24, 0.002432045906285429)	(25, 0.0028592559776530074)	(26, 0.0037319851234467747)	(27, 0.007863716813673212)	(28, 0.031168026206774616)	(29, 0.07868904364539818)	(30, 0.15066478616930584)	(31, 0.3349540564557499)	(32, 0.5374180637783746)	(33, 0.7411270833089849)	(34, 0.9601424293965936)	(35, 1.1903232158494448)	(36, 1.4799228202285066)	(37, 1.8970385279097712)	(38, 2.4178594804155153)	(39, 2.989841890468037)	(40, 3.572843268861332)	(41, 4.1396167675436795)	(42, 4.689390356886106)	(43, 5.235038317539326)	(44, 5.795537931173589)	(45, 6.356812625937334)	(46, 6.928276280903194)	(47, 7.4962246072818015)	(48, 8.066888769114103)	(49, 8.633881975833154)	(50, 9.193560735830289)	(51, 9.751350617011877)	(52, 10.290541602586428)	(53, 10.81387394001171)	(54, 11.338997508236229)	(55, 11.869128588797276)	(56, 12.393165822840317)	(57, 12.914728289969934)	(58, 13.442103865570662)	(59, 13.963358131148793)	(60, 14.481252694665669)	(61, 15.003733663448727)	(62, 15.507508934106905)	(63, 16.00881248935217)	(64, 16.5041076400937)	(65, 16.5041076400937)
SRR22134170_2_paired - polya	(1, 0.0012816302141027355)	(2, 0.0014708232457083773)	(3, 0.0016691707788433245)	(4, 0.002001784334408082)	(5, 0.002865358978672544)	(6, 0.0038418391417984377)	(7, 0.004406366736105595)	(8, 0.004903761319197847)	(9, 0.005407258903309636)	(10, 0.007839304809595065)	(11, 0.010207269205175357)	(12, 0.01326792421647308)	(13, 0.01675273779862861)	(14, 0.021259804051556565)	(15, 0.027530637599130665)	(16, 0.03440871974814868)	(17, 0.039471159093854485)	(18, 0.04802756652324513)	(19, 0.05347754643369152)	(20, 0.059409663424681326)	(21, 0.06598564702323226)	(22, 0.07291865618142611)	(23, 0.07871955865049587)	(24, 0.0847554266588178)	(25, 0.09057768963145595)	(26, 0.09690039868769611)	(27, 0.1020787950527731)	(28, 0.10744028144843622)	(29, 0.11235930027018291)	(30, 0.11717456807459747)	(31, 0.12226141942438142)	(32, 0.12726588026040161)	(33, 0.1318278735225054)	(34, 0.13663398682539066)	(35, 0.14211448174093474)	(36, 0.14900171839148207)	(37, 0.15448221330702613)	(38, 0.1601885192602931)	(39, 0.1650465080718444)	(40, 0.1707192475195039)	(41, 0.17621194843708704)	(42, 0.18110045225373606)	(43, 0.18660535917335827)	(44, 0.19152742949561474)	(45, 0.19669667135916244)	(46, 0.20181403771404408)	(47, 0.20601290241548542)	(48, 0.21077324321072413)	(49, 0.21512163143714413)	(50, 0.22002539275634198)	(51, 0.22484981506228585)	(52, 0.22912496727647141)	(53, 0.23367170303602636)	(54, 0.23809637877519055)	(55, 0.24307032460611308)	(56, 0.24797103442480115)	(57, 0.25311891578478046)	(58, 0.2575619005270033)	(59, 0.2619865762661675)	(60, 0.26615797746302094)	(61, 0.27030191515528645)	(62, 0.2741712178016728)	(63, 0.27795202693327586)	(64, 0.28167180605468356)	(65, 0.28167180605468356)
SRR22134171_1 - nextera_transposase_sequence	(1, 3.954937964161407e-05)	(2, 4.9436724552017585e-05)	(3, 0.00012194392056164337)	(4, 0.0006822267988178427)	(5, 0.0013842282874564924)	(6, 0.0016907359796790014)	(7, 0.0017632431756886271)	(8, 0.0018489334982454578)	(9, 0.0020763424311847386)	(10, 0.002241131513024797)	(11, 0.002372962778496844)	(12, 0.00244546997450647)	(13, 0.0024949066990584876)	(14, 0.0025740054583417156)	(15, 0.0026333295278041366)	(16, 0.002712428287087365)	(17, 0.0027486818850921777)	(18, 0.002834372207649008)	(19, 0.0029365414383898444)	(20, 0.0032034997509707394)	(21, 0.00430099503602553)	(22, 0.0061103791546293735)	(23, 0.008812920096806336)	(24, 0.01332814093922394)	(25, 0.014745327043048446)	(26, 0.019323167736565273)	(27, 0.026972676915580796)	(28, 0.06806118658158102)	(29, 0.17031281186333738)	(30, 0.3018309780798882)	(31, 0.5736604559199753)	(32, 0.8824389416902403)	(33, 1.2262779525127963)	(34, 1.608558960347001)	(35, 1.996073669420446)	(36, 2.441274444482822)	(37, 3.0640057931931297)	(38, 3.864626955749781)	(39, 4.7672723346552495)	(40, 5.712004845062669)	(41, 6.609100127691764)	(42, 7.462691092715083)	(43, 8.294533194717152)	(44, 9.148733879343279)	(45, 10.022046801681217)	(46, 10.861462609884656)	(47, 11.68461373571048)	(48, 12.507405621337892)	(49, 13.343120266763203)	(50, 14.170753655615076)	(51, 14.984831494594786)	(52, 15.759508264106538)	(53, 16.489019642067568)	(54, 17.216721635909995)	(55, 17.960757523544405)	(56, 18.68313353426176)	(57, 19.397813894857183)	(58, 20.11956041128191)	(59, 20.830345157982634)	(60, 21.537333164237765)	(61, 22.234374501513027)	(62, 22.905161642269533)	(63, 23.57253435325031)	(64, 24.228210335202085)	(65, 24.228210335202085)
SRR22134171_1 - polya	(1, 0.06258030171958066)	(2, 0.0683116659859779)	(3, 0.07313009873898121)	(4, 0.07961290121856912)	(5, 0.09314208483763793)	(6, 0.10321399351970231)	(7, 0.10830597614856012)	(8, 0.11309474686683223)	(9, 0.11623892254834055)	(10, 0.12979117663886697)	(11, 0.14026517068062108)	(12, 0.15195201236471806)	(13, 0.16184594883839518)	(14, 0.17217492848813004)	(15, 0.18224024560692081)	(16, 0.1917123220310874)	(17, 0.19790179994499998)	(18, 0.20660266346615508)	(19, 0.2113749552762432)	(20, 0.21627907835180332)	(21, 0.22092942624132977)	(22, 0.2251875761160769)	(23, 0.22902386594131346)	(24, 0.2327645780990828)	(25, 0.23567145750274143)	(26, 0.23882222474752335)	(27, 0.24110290564018977)	(28, 0.2437329393863571)	(29, 0.24621466295886837)	(30, 0.24889742921122454)	(31, 0.2526249582424467)	(32, 0.2550605408720427)	(33, 0.2572423483156051)	(34, 0.25991852300468765)	(35, 0.26319452995166803)	(36, 0.2673175527793063)	(37, 0.27037274235662095)	(38, 0.27342134037066207)	(39, 0.27587010612680535)	(40, 0.2789780282103088)	(41, 0.28201344309780274)	(42, 0.28441606791103075)	(43, 0.2875767225007231)	(44, 0.2902957423510841)	(45, 0.2926522262213969)	(46, 0.29464946989329843)	(47, 0.2965939810590111)	(48, 0.2988351125720359)	(49, 0.30270765599527727)	(50, 0.3126971701364216)	(51, 0.34209224655505127)	(52, 0.34485411156669066)	(53, 0.3612703998995973)	(54, 0.3652154505188483)	(55, 0.372232169623598)	(56, 0.3960903328924017)	(57, 0.39887197259386187)	(58, 0.4309827730812157)	(59, 0.43763695620591725)	(60, 0.44344082766832416)	(61, 0.5142045551920821)	(62, 0.518963663875623)	(63, 0.5236107159835126)	(64, 0.5256969457596078)	(65, 0.5256969457596078)
